1106_0_16,116.34431,39.92211
1106_0_15,116.33487,39.92184
418_0_20,116.52849,40.0063
1106_0_14,116.33118,39.92166
418_0_25,116.56844,40.00103
1106_0_13,116.32131,39.92205
418_0_26,116.57364,40.00047
1106_0_12,116.31459,39.92235
418_0_23,116.55826,40.0078
1106_0_11,116.3092,39.92252
418_0_24,116.56119,40.00178
830_0_24,116.18532,39.79075
830_0_23,116.17163,39.77862
830_0_22,116.16265,39.76822
830_0_21,116.15645,39.76046
830_0_28,116.20361,39.83087
830_0_27,116.20358,39.8214
830_0_26,116.20216,39.81465
830_0_25,116.19047,39.80676
830_0_20,116.15395,39.75691
830_0_18,116.1438,39.74661
830_0_19,116.1477,39.74902
960_1_22,116.11452,39.89598
960_1_23,116.11856,39.89569
960_1_20,116.11082,39.90183
960_1_21,116.11426,39.90014
960_1_24,116.11774,39.89332
830_0_31,116.30806,39.88506
830_0_30,116.27292,39.87357
1106_0_32,116.29841,39.99247
1106_0_31,116.29935,39.9861
1106_0_30,116.308,39.98442
1106_0_36,116.28139,40.01011
950_0_13,116.45312,39.80497
830_0_29,116.20294,39.84045
1106_0_35,116.28198,40.00638
960_1_19,116.1056,39.90236
1106_0_34,116.28687,39.99636
960_1_18,116.10497,39.90421
1106_0_33,116.29457,39.99606
960_1_17,116.10554,39.9092
950_0_10,116.435972,39.803371
950_0_11,116.44141,39.804411
1106_0_37,116.27191,40.01093
950_0_12,116.44889,39.80566
614_0_29,116.3185,39.94312
614_0_27,116.31762,39.95195
614_0_28,116.31825,39.94711
614_0_25,116.31358,39.96946
614_0_26,116.31663,39.95963
614_0_23,116.31003,39.9864
614_0_24,116.31081,39.97676
614_0_21,116.30925,39.99419
614_0_22,116.30977,39.99043
614_0_20,116.30898,39.99716
103_0_1,116.418281,39.903411
960_1_16,116.10646,39.91357
103_0_3,116.40754,39.89973
960_1_15,116.10732,39.91902
103_0_2,116.41492,39.900689
960_1_14,116.10859,39.92563
103_0_5,116.407148,39.914176
960_1_13,116.11165,39.92743
103_0_4,116.40525,39.90781
960_1_12,116.11054,39.93028
103_0_7,116.403408,39.923112
960_1_11,116.10615,39.9332
103_0_6,116.404845,39.91787
960_1_10,116.10204,39.93421
103_0_9,116.38983,39.92199
103_0_8,116.399056,39.922975
614_0_36,116.34419,39.92204
614_0_37,116.34802,39.92212
614_0_38,116.3515,39.92228
614_0_39,116.36014,39.9225
614_0_32,116.3378,39.93564
614_0_33,116.3378,39.93256
614_0_34,116.33778,39.92769
614_0_35,116.3395,39.92189
614_0_30,116.32207,39.93714
614_0_31,116.3297,39.93665
975_1_5,116.40874,40.22263
9920_1_1,115.979338,40.44662
975_1_4,116.39712,40.22889
9920_1_2,115.9767,40.44837
975_1_3,116.38648,40.22934
975_1_2,116.3635,40.22569
975_1_1,116.358688,40.247633
9920_1_5,115.99515,40.46005
9920_1_6,115.9924,40.46373
9920_1_3,115.97823,40.45158
9920_1_4,115.98928,40.45376
9920_1_9,115.9789,40.46121
9920_1_7,115.98991,40.46417
9920_1_8,115.98448,40.46274
418_0_15,116.48974,39.99097
418_0_14,116.49114,39.98791
418_0_13,116.48436,39.98662
418_0_12,116.4836,39.98109
418_0_11,116.48361,39.97484
418_0_10,116.48364,39.97197
975_1_6,116.408,40.21065
975_1_7,116.40316,40.19924
975_1_8,116.39919,40.19229
975_1_9,116.40155,40.17535
418_0_19,116.52417,40.00368
418_0_18,116.51335,40.00019
418_0_17,116.50971,39.99982
418_0_16,116.49962,39.99974
380_1_13,116.37599,39.94999
614_0_14,116.310346,40.028423
380_1_14,116.37257,39.94801
614_0_15,116.30721,40.02678
614_0_16,116.30795,40.02084
614_0_17,116.31154,40.01478
614_0_18,116.31257,40.00828
380_1_10,116.389188,39.951942
614_0_19,116.30893,40.00248
380_1_11,116.38674,39.950158
380_1_12,116.37942,39.95008
614_0_10,116.33306,40.03671
614_0_11,116.32247,40.03442
614_0_12,116.309209,40.035321
614_0_13,116.310793,40.030564
51300_0_1,116.353528,39.852331
51300_0_2,116.33244,39.84765
51300_0_5,116.30564,39.87323
51300_0_6,116.30484,39.8804
51300_0_3,116.32193,39.84801
51300_0_4,116.306678,39.866126
372_1_12,116.64356,39.9062
372_1_13,116.63148,39.90341
614_0_42,116.38326,39.92081
614_0_41,116.37261,39.92113
614_0_40,116.36956,39.9227
614_0_46,116.40475,39.9179
376_0_1,116.252665,40.22036
614_0_45,116.40326,39.9229
376_0_2,116.24451,40.21678
614_0_44,116.3987,39.9228
376_0_3,116.24485,40.21036
614_0_43,116.38925,39.92182
376_0_4,116.24095,40.2066
376_0_5,116.231045,40.206299
614_0_49,116.41174,39.90563
376_0_6,116.22802,40.207
614_0_48,116.41182,39.91328
376_0_7,116.22764,40.21572
614_0_47,116.40718,39.91413
376_0_8,116.21728,40.21963
376_0_9,116.20482,40.22326
832_0_10,116.14112,39.74026
832_0_11,116.1359,39.74004
832_0_14,116.30808,39.885
832_0_15,116.313775,39.887367
832_0_12,116.13591,39.74844
832_0_13,116.27314,39.87339
832_0_16,116.35275,39.88792
832_0_17,116.38838,39.88218
614_0_51,116.41236,39.89484
614_0_50,116.41202,39.90226
614_0_53,116.41269,39.88736
614_0_52,116.41257,39.89021
614_0_55,116.41455,39.88071
614_0_54,116.41392,39.88426
614_0_57,116.41187,39.8717
614_0_56,116.41486,39.87445
372_1_11,116.65069,39.90704
372_1_10,116.65137,39.89848
208_0_2,116.38522,39.87086
59_0_13,116.37013,39.87728
208_0_3,116.39776,39.87148
59_0_14,116.36212,39.877
59_0_15,116.35766,39.87535
208_0_1,116.371937,39.860335
59_0_16,116.35786,39.8725
59_0_10,116.38328,39.88205
59_0_11,116.3802,39.8767
59_0_12,116.37478,39.87748
59_0_18,116.350584,39.868293
59_0_17,116.3565,39.86878
59_0_19,116.344787,39.87036
414_0_9,116.32065,39.89202
924_1_1,116.68553,39.870055
414_0_8,116.3203,39.88749
414_0_7,116.32035,39.88598
924_1_4,116.66839,39.87661
924_1_5,116.65802,39.87442
924_1_2,116.68042,39.87104
924_1_3,116.67417,39.87357
924_1_8,116.63046,39.89077
924_1_9,116.62624,39.89686
924_1_6,116.6376,39.88536
924_1_7,116.63677,39.89108
59_0_20,116.342453,39.870598
59_0_21,116.341539,39.867874
208_0_9,116.41527,39.90098
208_0_8,116.41257,39.89296
208_0_5,116.41516,39.87406
208_0_4,116.40603,39.87171
208_0_7,116.41286,39.88752
208_0_6,116.41435,39.88383
648_0_11,116.53305,39.91515
648_0_12,116.54178,39.91477
648_0_13,116.54867,39.91469
648_0_14,116.55886,39.91478
648_0_10,116.52747,39.91545
648_0_19,116.59749,39.91127
648_0_15,116.56766,39.91398
648_0_16,116.57618,39.91295
648_0_17,116.58267,39.91176
648_0_18,116.59171,39.91082
60837_1_1,115.923611,39.737011
60837_1_2,115.925715,39.733493
60837_1_9,115.9852,39.72416
60837_1_7,115.96484,39.72392
60837_1_8,115.97594,39.72411
60837_1_5,115.95061,39.73202
60837_1_6,115.95634,39.72961
60837_1_3,115.93907,39.7372
60837_1_4,115.94477,39.73374
933_0_9,116.45007,40.08163
933_0_5,116.42883,40.0723
933_0_6,116.43208,40.07487
933_0_7,116.43561,40.07742
933_0_8,116.44726,40.08127
928_1_12,116.34724,39.98937
928_1_11,116.35058,39.98591
928_1_10,116.36119,39.99249
648_0_30,116.68496,39.93764
648_0_32,116.6885,39.9486
648_0_31,116.68549,39.94237
648_0_34,116.69593,39.95646
648_0_33,116.69061,39.9521
21_0_7,116.35379,39.97525
21_0_8,116.3469,39.97164
21_0_9,116.3472,39.96315
21_0_1,116.388426,39.9691
21_0_2,116.38826,39.97168
21_0_3,116.38439,39.9755
21_0_4,116.37426,39.97545
21_0_5,116.36814,39.97536
21_0_6,116.3622,39.97532
648_0_29,116.68576,39.93204
648_0_28,116.6835,39.92994
648_0_27,116.67948,39.92923
648_0_26,116.66691,39.92761
535_1_10,116.495487,39.87557
535_1_11,116.506697,39.869918
535_1_12,116.509402,39.868889
535_1_13,116.516018,39.868754
648_0_21,116.61276,39.91228
535_1_14,116.5277,39.868338
648_0_20,116.60447,39.9117
535_1_15,116.535514,39.868018
535_1_16,116.548738,39.867402
535_1_17,116.551069,39.86739
648_0_25,116.65869,39.92391
535_1_18,116.548973,39.871005
648_0_24,116.64748,39.92114
648_0_23,116.63365,39.91906
648_0_22,116.62466,39.91421
332_0_2,116.32544,39.9347
332_0_3,116.31969,39.93494
332_0_1,116.332768,39.935851
332_0_8,116.31662,39.95904
332_0_9,116.31383,39.96884
332_0_6,116.31836,39.94682
332_0_7,116.31776,39.95176
332_0_4,116.31934,39.93942
332_0_5,116.31888,39.94335
37_0_1,116.424191,39.866816
37_0_4,116.43284,39.86589
37_0_5,116.43867,39.87333
37_0_2,116.42671,39.86461
37_0_3,116.42998,39.86461
37_0_8,116.45538,39.88557
37_0_9,116.45543,39.88812
37_0_6,116.44311,39.88326
37_0_7,116.44688,39.88312
117_1_1,116.399523,39.974053
117_1_4,116.41326,39.96758
117_1_5,116.415874,39.967719
117_1_2,116.401244,39.971514
117_1_3,116.40529,39.9674
830_0_12,116.114,39.72806
830_0_13,116.11802,39.72974
830_0_10,116.07611,39.71603
830_0_11,116.0868,39.71858
830_0_16,116.12987,39.73295
830_0_17,116.13634,39.742
830_0_14,116.1224,39.72971
830_0_15,116.12996,39.73029
487_1_13,116.44866,40.10169
487_1_10,116.44602,40.11728
487_1_11,116.44826,40.11112
487_1_12,116.44864,40.10744
933_0_1,116.407006,40.084073
933_0_2,116.41106,40.07811
933_0_3,116.41592,40.0726
933_0_4,116.42292,40.07273
460_0_8,116.33859,40.07366
460_0_9,116.33855,40.07118
460_0_4,116.338793,40.082254
460_0_5,116.34337,40.08136
460_0_6,116.34381,40.07731
460_0_7,116.34394,40.07542
460_0_1,116.336356,40.091107
460_0_2,116.337006,40.08761
460_0_3,116.33774,40.08375
478_0_2,116.347801,39.980675
478_0_1,116.347936,39.976831
478_0_4,116.34687,39.99574
478_0_3,116.347215,39.990485
478_0_6,116.34604,40.01309
478_0_5,116.34654,40.00256
478_0_8,116.34555,40.02456
478_0_7,116.34575,40.01782
1119_1_7,116.32187,40.05302
1119_1_8,116.31928,40.05102
1119_1_5,116.33007,40.05712
1119_1_6,116.32472,40.05519
1119_1_9,116.31398,40.04694
1119_1_4,116.33569,40.05814
1119_1_3,116.3401,40.05898
1119_1_2,116.34972,40.06065
1119_1_1,116.35671,40.060111
484_1_16,116.35888,39.99373
484_1_17,116.35281,39.9922
484_1_14,116.36726,40.00031
76_0_1,116.346107,39.890946
484_1_15,116.3587,39.99828
76_0_2,116.34103,39.88844
76_0_3,116.33209,39.88859
76_0_4,116.32834,39.8886
484_1_18,116.34693,39.98978
76_0_5,116.32245,39.88872
484_1_19,116.350618,39.985474
76_0_6,116.31378,39.88768
76_0_7,116.31119,39.88646
76_0_8,116.30451,39.88728
76_0_9,116.30454,39.90128
484_1_20,116.359326,39.984645
484_1_22,116.35074,39.980209
478_0_9,116.34202,40.0292
484_1_21,116.359409,39.981309
317_1_1,116.707122,39.873574
317_1_3,116.70598,39.88434
317_1_2,116.710578,39.880888
117_1_6,116.41875,39.96267
117_1_7,116.4189,39.95745
117_1_8,116.418887,39.95305
117_1_9,116.41262,39.95236
414_0_2,116.33145,39.8718
414_0_1,116.335804,39.869512
484_1_11,116.38912,40.00086
414_0_6,116.32047,39.88031
484_1_10,116.39364,40.00097
414_0_5,116.320559,39.876248
484_1_13,116.3734,40.00048
414_0_4,116.31893,39.87441
484_1_12,116.37926,40.00072
414_0_3,116.32394,39.87144
63_0_13,116.36173,39.86818
63_0_12,116.35622,39.86732
63_0_11,116.35142,39.86673
63_0_10,116.34609,39.86639
63_0_15,116.377648,39.868795
63_0_14,116.36652,39.86855
517_1_9,116.40004,40.04608
517_1_8,116.4042,40.04621
517_1_7,116.40566,40.04851
517_1_6,116.406993,40.051752
517_1_5,116.407441,40.054812
517_1_4,116.407187,40.058522
517_1_3,116.40666,40.0655
517_1_2,116.40293,40.06663
612_0_11,116.37504,39.93174
612_0_10,116.38003,39.9319
612_0_15,116.36022,39.92252
612_0_14,116.3687,39.92274
612_0_13,116.37094,39.92524
612_0_12,116.37079,39.92939
612_0_19,116.33479,39.92197
612_0_18,116.34134,39.92218
612_0_17,116.34827,39.92233
612_0_16,116.35314,39.9224
536_0_5,116.47596,39.99641
536_0_4,116.4726,39.99932
536_0_3,116.47241,40.00222
536_0_2,116.47217,40.00604
536_0_1,116.475913,40.009455
558_1_8,116.40974,40.03572
558_1_7,116.40712,40.04262
558_1_6,116.40559,40.04855
558_1_5,116.40659,40.05122
558_1_9,116.41168,40.02588
317_1_5,116.693119,39.886195
317_1_4,116.7001,39.88832
317_1_7,116.679784,39.888186
317_1_6,116.677195,39.885526
317_1_9,116.691024,39.892148
317_1_8,116.684925,39.891422
58_1_1,116.148593,39.916451
58_1_7,116.18062,39.90678
58_1_6,116.1712,39.90596
58_1_9,116.1806,39.91469
58_1_8,116.18061,39.91064
58_1_3,116.15162,39.91051
58_1_2,116.14923,39.91383
58_1_5,116.16738,39.90584
58_1_4,116.15799,39.90607
386_0_19,116.42925,39.99233
550_0_14,116.15302,39.80829
386_0_18,116.42477,39.99242
550_0_13,116.14474,39.80806
1113_1_29,116.313691,39.984157
386_0_15,116.40783,39.98709
386_0_14,116.39599,39.9867
1113_1_27,116.295691,39.983622
386_0_17,116.41948,39.99234
1113_1_28,116.304181,39.983846
386_0_16,116.41784,39.98905
103_1_7,116.33942,39.92202
103_1_8,116.34371,39.92216
103_1_5,116.33105,39.92172
103_1_6,116.33501,39.92185
103_1_3,116.32762,39.93024
103_1_4,116.3281,39.9261
103_1_1,116.331868,39.935685
103_1_2,116.327107,39.934571
1113_1_26,116.283389,39.977729
1113_1_25,116.274645,39.971813
1113_1_24,116.270895,39.966949
1113_1_23,116.269086,39.964375
1113_1_22,116.269575,39.958458
1113_1_21,116.269939,39.954847
1113_1_20,116.268968,39.947187
386_0_20,116.43106,39.99493
1113_1_16,116.269496,39.926174
1113_1_17,116.268968,39.930968
1113_1_18,116.268685,39.933925
1113_1_19,116.268318,39.940556
558_1_2,116.401127,40.066573
558_1_1,116.394971,40.063882
558_1_4,116.40775,40.05643
558_1_3,116.406828,40.064211
103_1_9,116.34764,39.92216
1113_1_13,116.262517,39.916429
386_0_12,116.37759,39.98611
536_0_7,116.47307,39.98807
1113_1_12,116.258664,39.915775
386_0_13,116.38256,39.98629
536_0_6,116.47767,39.99317
1113_1_15,116.269902,39.921193
386_0_10,116.36123,39.98582
536_0_9,116.46687,39.98309
1113_1_14,116.26702,39.916429
386_0_11,116.36897,39.986
536_0_8,116.47035,39.98585
550_0_11,116.13157,39.80769
550_0_12,116.136,39.80698
1113_1_11,116.25879,39.907077
1113_1_10,116.25875,39.905334
550_0_10,116.12312,39.80949
79_0_2,116.3272,39.98192
79_0_3,116.32736,39.97778
517_1_1,116.395876,40.060871
79_0_1,116.32592,39.984386
79_0_6,116.3263,39.96634
79_0_7,116.31742,39.96601
79_0_4,116.32756,39.97395
79_0_5,116.32773,39.97084
79_0_8,116.31369,39.96541
79_0_9,116.30681,39.96291
422_1_29,116.454092,40.01918
354_1_1,116.154778,39.92484
354_1_2,116.15926,39.91514
354_1_9,116.22327,39.89858
354_1_7,116.20341,39.90616
354_1_8,116.2119,39.90257
354_1_5,116.184,39.90618
354_1_6,116.19069,39.90622
354_1_3,116.16743,39.90581
354_1_4,116.17155,39.90603
451_0_23,116.3019,39.90512
422_1_28,116.459164,40.019254
451_0_22,116.29461,39.90626
422_1_27,116.4614,40.00863
451_0_21,116.29036,39.90628
422_1_26,116.46151,40.00523
451_0_20,116.28906,39.89662
422_1_25,116.46174,40.00144
422_1_24,116.453828,39.999606
422_1_23,116.451685,39.998496
422_1_22,116.451305,39.992395
422_1_21,116.451069,39.988204
422_1_20,116.45091,39.98401
451_0_19,116.28896,39.89015
451_0_17,116.28904,39.8803
451_0_18,116.28905,39.8865
451_0_15,116.28874,39.87087
451_0_16,116.28905,39.87559
451_0_13,116.28808,39.8607
422_1_18,116.44168,39.98379
451_0_14,116.28838,39.86638
422_1_19,116.44623,39.98089
451_0_10,116.28822,39.84992
422_1_15,116.42395,39.98211
422_1_14,116.41827,39.97871
451_0_12,116.28804,39.85683
422_1_17,116.43097,39.98751
451_0_11,116.28782,39.85429
422_1_16,116.42478,39.98606
1113_1_54,116.460848,40.020646
422_1_11,116.41178,39.9687
1113_1_55,116.456986,40.026605
422_1_10,116.39462,39.96718
1113_1_52,116.461325,40.008738
422_1_13,116.41782,39.97399
1113_1_53,116.461359,40.01191
422_1_12,116.41267,39.97407
1113_1_50,116.461688,40.001092
1113_1_51,116.461403,40.00563
396_1_14,116.11774,39.95743
396_1_15,116.11957,39.96325
396_1_16,116.12043,39.97153
975_0_2,116.44012,39.9512
975_0_1,116.432657,39.942986
975_0_6,116.469173,39.985011
975_0_5,116.465707,39.981853
975_0_4,116.46195,39.97855
975_0_3,116.44851,39.95839
1113_1_41,116.414752,39.987214
1113_1_42,116.424018,39.987537
1113_1_43,116.432171,39.987544
1113_1_44,116.439312,39.985076
1113_1_45,116.446289,39.981079
1113_1_46,116.452245,39.987658
1113_1_47,116.45698,39.989401
1113_1_48,116.456695,39.994999
919_1_10,116.27892,40.10911
918_0_39,117.1173,40.13808
396_1_13,116.12181,39.95258
396_1_12,116.12487,39.94933
396_1_11,116.12857,39.94474
396_1_10,116.1356,39.93999
919_1_14,116.22335,40.19967
918_0_35,117.10514,40.13402
919_1_13,116.23908,40.1685
918_0_36,117.10833,40.13197
919_1_12,116.25126,40.14657
918_0_37,117.11298,40.13219
1113_1_40,116.408202,39.987088
919_1_11,116.2626,40.12951
918_0_38,117.11727,40.132671
919_1_17,116.15746,40.23307
918_0_32,117.097898,40.144211
919_1_18,116.14846,40.23571
918_0_31,117.08038,40.14397
919_1_15,116.20719,40.22281
918_0_34,117.10496,40.140075
919_1_16,116.18836,40.22419
918_0_33,117.10353,40.144345
919_1_19,116.13234,40.24287
918_0_30,117.06446,40.14395
1113_1_49,116.456729,39.999038
1113_1_32,116.338305,39.985083
955_0_13,116.57245,40.11675
1113_1_33,116.34463,39.98527
955_0_12,116.58619,40.11711
1113_1_30,116.317257,39.984268
955_0_11,116.60548,40.1167
1113_1_31,116.324557,39.984485
955_0_10,116.63462,40.11646
1113_1_36,116.368973,39.985891
1113_1_37,116.375808,39.986109
1113_1_34,116.350983,39.98544
1113_1_35,116.361447,39.98572
955_0_19,116.55042,40.07164
919_1_21,116.00109,40.35654
955_0_18,116.55117,40.07671
919_1_20,116.07009,40.2844
955_0_17,116.55296,40.08766
919_1_23,115.94908,40.36382
955_0_16,116.555,40.10026
919_1_22,115.96338,40.3626
955_0_15,116.55661,40.1083
919_1_25,115.95878,40.40336
955_0_14,116.56087,40.11561
919_1_24,115.94971,40.38579
919_1_26,115.97777,40.4265
919_1_27,115.97903,40.44081
919_1_28,115.97673,40.44835
919_1_29,115.97261,40.45611
918_0_41,117.12222,40.1442
918_0_40,117.11876,40.144179
1113_1_39,116.396641,39.986732
1113_1_38,116.384228,39.986358
972_0_25,116.10461,39.96071
955_0_25,116.55563,40.02882
918_0_14,116.690724,40.131524
972_0_24,116.10911,39.95888
955_0_26,116.54396,40.02467
918_0_13,116.664725,40.126694
972_0_27,116.09271,39.95696
955_0_27,116.52331,40.01732
918_0_16,116.70921,40.13243
972_0_26,116.09968,39.95911
955_0_28,116.50926,40.01073
918_0_15,116.701042,40.132406
972_0_21,116.12496,39.94921
955_0_29,116.49858,40.00094
919_1_31,115.970747,40.469456
918_0_18,116.73775,40.13365
972_0_20,116.12853,39.94483
919_1_32,115.969954,40.472858
918_0_17,116.71961,40.13274
511_1_19,116.37248,39.83978
972_0_23,116.11708,39.95681
972_0_22,116.12229,39.95209
919_1_30,115.971108,40.46313
918_0_19,116.76329,40.14003
353_0_15,116.39856,39.80356
353_0_14,116.38804,39.80148
612_0_40,116.22544,39.88094
353_0_17,116.40861,39.80387
955_0_20,116.55034,40.06403
353_0_16,116.40259,39.80366
955_0_21,116.56041,40.06142
955_0_22,116.56919,40.06068
353_0_18,116.41713,39.80212
955_0_23,116.57795,40.05987
612_0_41,116.22503,39.87415
955_0_24,116.58122,40.04776
612_0_42,116.22549,39.87216
511_1_20,116.3726,39.836061
511_1_21,116.369201,39.834248
643_1_8,116.277436,40.213158
643_1_9,116.279701,40.211433
82_0_20,116.40043,39.91262
82_0_21,116.40043,39.90868
972_0_17,116.15473,39.92853
511_1_22,116.363797,39.833419
972_0_18,116.15144,39.93034
918_0_10,116.60542,40.11651
511_1_23,116.358831,39.83498
972_0_19,116.13589,39.93988
918_0_11,116.6636,40.1148
82_0_22,116.39605,39.90662
918_0_12,116.67435,40.11451
82_0_23,116.39248,39.89762
972_0_16,116.1604,39.92856
955_0_38,116.48336,39.95749
918_0_27,116.99982,40.13924
972_0_15,116.16375,39.92862
955_0_39,116.46776,39.9519
918_0_26,116.97922,40.14366
972_0_14,116.16722,39.92521
955_0_36,116.48783,39.96242
918_0_25,116.94295,40.15044
972_0_13,116.16872,39.92544
955_0_37,116.48814,39.96075
918_0_24,116.92116,40.15176
972_0_12,116.17162,39.92622
972_0_11,116.17652,39.92744
972_0_10,116.17814,39.92943
918_0_29,117.04933,40.14545
918_0_28,117.01598,40.14135
955_0_30,116.49119,39.98776
643_1_7,116.258219,40.220464
955_0_31,116.48349,39.98497
643_1_6,116.25577,40.22163
643_1_5,116.25493,40.22756
643_1_4,116.25832,40.23556
955_0_34,116.48368,39.9726
643_1_3,116.2607,40.24029
955_0_35,116.48365,39.96693
643_1_2,116.264,40.24711
955_0_32,116.48355,39.98101
643_1_1,116.261191,40.24947
955_0_33,116.48374,39.97569
511_1_10,116.42036,39.8393
511_1_17,116.38033,39.83916
511_1_18,116.37613,39.84426
511_1_15,116.39321,39.83611
511_1_16,116.38806,39.83731
918_0_22,116.87609,40.15164
511_1_13,116.40177,39.84017
918_0_23,116.9035,40.15241
511_1_14,116.40075,39.83709
918_0_20,116.82636,40.14938
511_1_11,116.40991,39.84094
918_0_21,116.8531,40.15202
511_1_12,116.40439,39.84087
612_0_29,116.25463,39.91642
612_0_27,116.27067,39.92357
612_0_28,116.25852,39.92165
612_0_25,116.29388,39.92286
612_0_26,116.28045,39.92307
612_0_23,116.309,39.92283
612_0_24,116.29984,39.92316
612_0_21,116.31665,39.92243
612_0_22,116.31381,39.92252
612_0_20,116.32628,39.92191
975_0_8,116.46459,39.99123
975_0_7,116.470392,39.987398
955_0_40,116.45898,39.94904
955_0_41,116.44576,39.94663
975_0_9,116.461615,39.994674
955_0_42,116.43273,39.94058
972_0_34,116.08081,39.93705
612_0_38,116.230036,39.89361
972_0_33,116.08338,39.9377
612_0_39,116.2255,39.88729
972_0_32,116.08822,39.93944
972_0_31,116.09194,39.94216
612_0_34,116.2349,39.90268
972_0_37,116.07265,39.934
612_0_35,116.234323,39.900645
972_0_36,116.07446,39.9352
612_0_36,116.233007,39.899551
972_0_35,116.07673,39.93622
612_0_37,116.229731,39.89762
612_0_30,116.24968,39.91643
612_0_31,116.24694,39.91479
612_0_32,116.24694,39.90737
612_0_33,116.24499,39.90269
972_0_30,116.09343,39.9444
82_0_19,116.400088,39.91893
82_0_15,116.39005,39.9335
82_0_16,116.39988,39.93135
82_0_17,116.399772,39.928213
82_0_18,116.39967,39.92446
82_0_11,116.38878,39.956942
82_0_12,116.389016,39.951238
972_0_28,116.09234,39.9517
82_0_13,116.38768,39.94706
972_0_29,116.09275,39.9483
82_0_14,116.389791,39.937982
82_0_10,116.38858,39.961037
208_1_1,116.439338,39.94894
208_1_2,116.44292,39.947
1_1_1,116.490086,39.906434
1_1_3,116.463034,39.907101
1_1_2,116.470388,39.907187
1_1_5,116.450997,39.907232
1_1_4,116.458464,39.907219
1_1_7,116.435341,39.907261
1_1_6,116.442899,39.907265
1_1_9,116.409416,39.906913
1_1_8,116.422719,39.907229
988_0_50,116.49854,40.03257
988_0_51,116.50662,40.0345
988_0_52,116.50605,40.03832
208_1_4,116.44306,39.93238
208_1_3,116.44413,39.93903
208_1_6,116.43265,39.9324
208_1_5,116.43676,39.93242
208_1_8,116.42853,39.91425
208_1_7,116.42824,39.92062
208_1_9,116.42254,39.90714
37_1_9,116.33807,39.90755
353_0_11,116.36501,39.80804
353_0_10,116.3558,39.81581
353_0_13,116.37758,39.80179
353_0_12,116.37079,39.8037
37_1_8,116.33906,39.91162
37_1_7,116.33886,39.91441
37_1_6,116.33853,39.91863
37_1_5,116.33476,39.92177
37_1_4,116.33084,39.92169
37_1_3,116.3213,39.92207
37_1_2,116.31457,39.92238
37_1_1,116.308956,39.92248
988_0_29,116.47774,39.9324
988_0_28,116.47216,39.92823
